pub_date	title	venue	excerpt	citation	url_slug	paper_url
2017-22-07	Scalable Performance Tuning of Hadoop MapReduce: A Noisy Gradient Approach	IEEE Cloud, Hawaii, USA	The paper is about automatic Hadoop tuning using noisy gradient approach.	S. Kumar, S. Padakandla, C. L, P. Parihar, G. K and S. Bhatnagar, "Scalable Performance Tuning of Hadoop MapReduce: A Noisy Gradient Approach," 2017 IEEE 10th International Conference on Cloud Computing (CLOUD), Honolulu, CA, 2017, pp. 375-382.
doi: 10.1109/CLOUD.2017.55	Test	http://sandeep007734.github.io/files/scalable_performance_tuning_hadoop_mapreduce.pdf
