proj_date	title	type	excerpt	url_slug	project_url
2017-07-22	Cricket Jyotishi	Personal	An Android App to predict matches, compete among friends	cricket_jyotishi	https://play.google.com/store/apps/details?id=com.sportsjyotishi.cricketjyotishi
