title	type	url_slug	venue	date	location	talk_url	description
Scalable Performance Tuning of Hadoop MapReduce: A Noisy Gradient approach	conference	talk-1	IEEE Cloud Conference	2017-27-07	Honolulu, HI, USA 	https://sandeep007734.github.io/files/hadoop_cloud.pptx
